AS,AS-101,查核銷售預測之評估是否確實進行。
AS,AS-101,查核銷售預算是否呈權限主管核准後送財會單位彙編。
AS,AS-101,查核財會單位是否定期提出預算與實際銷售之比較報表。
AS,AS-101,查核是否定期分別召開經營會議進行業績總檢討。
AS,AS-102,查核客戶資料之建立是否確實完整。
AS,AS-102,查核業務人員是否至E-flow的客戶資料管理系統，填寫「新客戶基本資料表」。
AS,AS-102,查核授信額度之異動，業務人員是否至E-flow的客戶資料管理系統，填寫「客戶資料異動申請表」，以變更授信額度。
AS,AS-102,查核信用保險合約之簽訂,是否依照規定之作業程序執行。
AS,AS-102,查核徵信收款員是否定期審核確保讓目前有交易的客戶申請信用保險額度。
AS,AS-102,徵信收款員是否將保險公司核准的信用額度輸入Oracle系統。
AS,AS-102,超過信用額度之出貨，應經徵信收款員控管。
AS,AS-103,查核產品之報價是否依公司既定程序進行並經主管核准。       
AS,AS-103,查核收受訂單時，業務單位是否先確認訂購規格及數量無誤後與客戶確認訂單之有效性。     
AS,AS-103,查核業務單位接獲客戶訂單時是否依規定進行訂單審查。       
AS,AS-103,查核業務單位是否依訂單資料，確實呈核。     
AS,AS-103,抽查「內部訂單」是否連續編號。     
AS,AS-103,查核訂單變更是否依程序辦理。      
AS,AS-103,訂單變更應至系統註明變更項目，並經權責主管核准。        
AS,AS-103,特殊報價應填寫申請單，並經權責主管審核。    
AS,AS-104,查核業務人員是否適時掌握交貨時期，以便機動調整交貨時間。        
AS,AS-104,查核倉管或生管是否依「出貨通知單」或「內部訂單」之項目備貨。      
AS,AS-104,查核生管是否依據「出貨通知單」進行系統轉倉作業;船務是否依據「出貨通知單」或「內部訂單」進行系統撿貨後執行銷貨扣帳。      
AS,AS-105,NA
AS,AS-106,查核船務部是否依規定程序開立「Invoice」。        
AS,AS-106,查核財會部是否依規定程序開立「發票」。     
AS,AS-106,查核財會部是否每月核對發票開立金額與帳上銷貨收入與預收貨款之金額並就差異部份加以追蹤或調節，嚴防短漏開發票之情事。       
AS,AS-106,查核財會部是否於規定時間內向公司營業處所在地之稅捐稽徵機關報繳營業稅。     
AS,AS-107,查核財會部於應收帳款系統承接銷貨資料是否確實核對「銷貨單」、出口報單及「Invoice」驗證接收資料之正確性。     
AS,AS-107,查核財會部是否定期核對應收帳款系統餘額及總帳入帳金額之正確性。     
AS,AS-107,查核船務部定期提供「外銷流水號控制表」供財會部核對，俾確保「Invoice」入帳之完整性。       
AS,AS-107,查核財會部是否定期編製「應收帳款帳齡分析表」。     
AS,AS-107,查核徵信收款員是否依「逾期帳款明細」確實進行帳款催收。     
AS,AS-107,會計部是否依公司政策，適當提列應收帳款備抵呆帳，並調整入帳，經權責主管審核。      
AS,AS-107,查核呆帳認列是否依規定程序辦理。        
AS,AS-108,查核催收人員收到現金或支票時是否即時交予出納存入銀行。 
AS,AS-108,查核出納是否確實將所收款項輸入「收款專區」。  
AS,AS-108,查核催收人員是否確實依客戶提供之付款明細逐筆輸入「收款專區」。 
AS,AS-108,查核催收人員是否依既定程序進入ERP系統執行收款沖帳，確認沖帳無誤後並將匯款水單交予會計人員拋轉至總帳製作傳票入帳。  
AS,AS-108,若貨款未如預定時間匯入，催收人員是否向客戶催款。    
AS,AS-108,查核預收貨款是否依既定程序執行。    
AS,AS-109,查核業務單位於接獲客訴案件時，是否立即記錄並依適當程序處理。      
AS,AS-109,查核業務單位是否確實開立「客訴處理單」敘述問題狀況後，E_FLOW系統傳送呈權限主管核准。       
AS,AS-109,查核品保單位是否依「客訴處理單」分析問題原因並判定責任歸屬。      
AS,AS-109,查核對於客戶要求補貨、退貨或折讓時，是否呈權限主管核准後辦理。     
AS,AS-109,對於客訴費用之處理是否依責任判定結果歸屬相關單位。       
AS,AS-109,查核品保單位是否定期統計客訴記錄回饋相關部門作為改善之參考。      
AS,AS-109,會計單位是否核對退貨或折讓相關單據入帳，並經權責主管核准。       
